users,precision,recall,mape
afbBrv8hlpxmpak5cZgppQ,0.03,0.17647058823529413,0.8235294117647058
6WYPtBdVh8Iwt96RBGpmSg,0.01,0.125,0.875
9E35LB29RXJixo0563Iwew,0.01,0.09090909090909091,0.9090909090909091
3PnzCtO4eEagc9vq9rZGNw,0.0,0.0,NaN
UodOBKFEFy4M_lCqw9q2jA,0.03,0.25,0.75
0jRcmkgwrjsPtDOeqLJweg,0.02,0.125,0.875
F04oV9zmhwayogr4D-ljAQ,0.0,0.0,1.0
t2Z2DIvvmNdjoH54SFGaKg,0.01,0.09090909090909091,0.9090909090909091
Qjrn5UsK2HBZxx40HYA1iQ,0.0,0.0,NaN
zDGGAnTvhOiSV1gTJKZHTA,0.0,0.0,1.0
p_azadim_uWFOXAhhKB3ag,0.0,0.0,NaN
ctXFXk9-m6PCMoI-Nz2_XQ,0.0,0.0,1.0
irxpUjwKmVx4jDdPKk_mdQ,0.0,0.0,NaN
g0UJg8p83Pr-u1CZfEcFxw,0.03,0.25,0.75
U__Bv9NVVrFOKdZMsl3E3A,0.01,0.5,0.5
Z_PFVN3z3RpEAMwe94cqVQ,0.04,0.16666666666666666,0.8333333333333334
-XXNYOT4fiuH2-TbqfLVLQ,0.04,0.25,0.75
jL41h4Ez98PZfqiKzbbY1w,0.03,0.11538461538461539,0.8846153846153846
2NhLnmeGsZRz-x_QrzO-ug,0.03,0.23076923076923078,0.7692307692307693
TQSLNRAtiXj1zyLZ3OAVrw,0.0,0.0,1.0
akEFRm7rqlxIANKyTlaTOg,0.0,0.0,NaN
z5TgzjEw8YfEbD4KkgKRxw,0.02,0.5,0.5
el3TmKFEFzZOcNbCw2FNlQ,0.01,0.05263157894736842,0.9473684210526315
SqDu5Ydi4hpIxeuE33j23A,0.02,0.09523809523809523,0.9047619047619048
iz0Gk0dHN00biZka56M22Q,0.02,0.08695652173913043,0.9130434782608695
QrLTUaXi52Xnx9M40Fv1Jg,0.01,0.058823529411764705,0.9411764705882353
3iaQRn8gPiuarpYmv9dOJA,0.07,0.5,0.5
NX-OKjTXE5DekxfqVrmFaA,0.0,0.0,NaN
94dYbSY-i1HG6La1QT6Hlw,0.01,1.0,0.0
7WJuXJ_JsRimieKTp6YjaQ,0.0,0.0,1.0
gqL5KBs2oS7qobnyd99iKg,0.0,0.0,NaN
bgl3j8yJcRO-00NkUYsXGQ,0.0,0.0,NaN
sYPuLHkyWjOjjNPYgrkt-Q,0.01,0.25,0.75
rgvuMmaMu8jqnlt90Ydn9w,0.01,0.3333333333333333,0.6666666666666666
P3twsMtaxi1rEufBjhA7Kw,0.01,0.2,0.8
ocB1WhramMTkICc5sZ1bUQ,0.01,0.3333333333333333,0.6666666666666666
JSG_FhQyK1Psg0nDtklt7A,0.01,0.3333333333333333,0.6666666666666666
aSbnrqpX-CHr8nxHhaCHZw,0.0,0.0,NaN
SpwI8V8F199kF1s2i1PpZA,0.04,0.4,0.6
uX_x79YoBJphN0v5W06PDg,0.05,0.625,0.375
S-oatbN-h7SKiWwkTWw5QA,0.0,0.0,1.0
W4ZuWztx47aiksyYPUMYDw,0.13,0.25,0.75
YKPM9UDqKzPpgekWTFezsA,0.02,0.18181818181818182,0.8181818181818182
DPitNu466172os6m0Yri1Q,0.01,0.05555555555555555,0.9444444444444444
JaX-PMgI75CggE6ZzflsoA,0.01,0.5,0.5
PV-0HCthlb_pxAcCvSUfMQ,0.0,0.0,1.0
9w4vI3LRTA4JdJyzOxeEMw,0.0,0.0,NaN
1K6hZMMBPusLvjtx11Y4NA,0.01,0.5,0.5
T8LqkYbwMPZmvXSsUfN8sQ,0.04,0.36363636363636365,0.6363636363636364
nXMMoDzXRByQiWH9cf-FAQ,0.01,0.125,0.875
6J16PG5AJPPglpK3Cyn7Ig,0.0,0.0,NaN
KeuwC8E1238SP6xyKpBM6w,0.0,0.0,NaN
YYJyRguDNjEYWzozCSNnFQ,0.03,0.10344827586206896,0.896551724137931
KuscjaDacFNU-JRdZflS2w,0.02,0.25,0.75
dLWDy4yzVzMQuhjoEcRO0g,0.01,0.5,0.5
B3fFXYyINE4mgO-3RsSLsw,0.0,0.0,NaN
reUMLWwXDGiyUJWm-zQ7QA,0.12,0.3076923076923077,0.6923076923076923
_ySSKiDMjgEA99JKNZo9tg,0.0,0.0,NaN
03a88lU2W4JP_k5H0DGv8A,0.01,0.1111111111111111,0.8888888888888888
1-N36XE-mmUMteN0FqrqTQ,0.06,0.5,0.5
htOYuRL68PFjVaBG-D072A,0.01,0.07142857142857142,0.9285714285714286
yslm6WmvYPHAH5_Rdj32fw,0.01,0.3333333333333333,0.6666666666666666
XdLf7dZH-6kEcZMzo-lG8A,0.0,0.0,1.0
0ibm06KpYdnGL8Ga55w5RQ,0.0,0.0,1.0
tAw16nAiAcAm8V7H1dQ2eg,0.0,0.0,NaN
3_QnhZmuZtAOHNgztR-QZg,0.0,0.0,NaN
PNx1x8x3wjTIjrjhaNiVAQ,0.0,0.0,NaN
uHmOM1EOA4sYmhCs1x7iqw,0.01,0.25,0.75
eHmlxL9Jme-CvuV5SqQVwA,0.01,0.2,0.8
NemUYqVe64qySsPPXPDX_g,0.0,0.0,NaN
GyzIYH4hqTVUiDGqXq29zg,0.0,0.0,NaN
PNB6zpUmw7LY0XqUKpaRkw,0.0,0.0,NaN
8hby5BmfzjlaiUxmfZ2yjg,0.03,0.6,0.4
TVkU2gHhe05v_lgsE_NccA,0.01,0.1111111111111111,0.8888888888888888
ZcwLnR_VGfgLmuJ_7tnAjQ,0.02,0.15384615384615385,0.8461538461538461
9Dj1F91KRmO9ARrKmvkWjQ,0.02,1.0,0.0
eTp3A7h7MHwHjeFvd8vnlg,0.0,0.0,NaN
mkRI07cv5f1gObpkSiPwZA,0.0,0.0,1.0
7pi5q0cT60nBNwlHV0wLKQ,0.01,1.0,0.0
URPjW8ckLuLDLR02uuLpTg,0.0,0.0,1.0
ow_qhJg_0zpv0e8eu2K5ug,0.02,0.09090909090909091,0.9090909090909091
aBwuFN_u8mfzSDQ6oDHwpA,0.01,0.125,0.875
v00qwDpy4uMRZd4WdNsABg,0.0,0.0,NaN
wNdc-L4KhykLcPitMajkPQ,0.02,0.5,0.5
XB-J13-Cd8JK65DLH-664g,0.01,0.047619047619047616,0.9523809523809523
-guyVbrMJxVeBcfdRQc6xw,0.07,0.2916666666666667,0.7083333333333334
qgbRvkZ8tUiAtNAM34YBzg,0.0,0.0,NaN
Jt4u7qnfrk35buainfOuGA,0.0,0.0,NaN
N6ZTMIue-2b30CJv2tyPGg,0.01,1.0,0.0
10RYijsZDzj9KNVLImZBMA,0.0,0.0,1.0
6Q-lmfBlse3-VcULgtp_vg,0.01,0.25,0.75
j_DuiJHWdEJqyjYEt2kAlQ,0.03,0.23076923076923078,0.7692307692307693
F3B0UEWvx6Yj2FSdzj5g_Q,0.01,0.14285714285714285,0.8571428571428571
289XZ50rDG3uEoX263Nnzg,0.01,0.09090909090909091,0.9090909090909091
kjeX2RXvW7RhBbD2QLd5jA,0.02,0.09523809523809523,0.9047619047619048
-RhRXVW9z9fs5zzxhFfnHg,0.0,0.0,NaN
O7ojHP59iSi32uhEDUR44A,0.0,0.0,NaN
8iKukfILG4ry2_iSNjT_cw,0.0,0.0,NaN
P2-6fFaloQscwnrfcPBFAw,0.04,0.10810810810810811,0.8918918918918919
EOLda_b1S7rnuECb9V-VGQ,0.0,0.0,NaN
GmpDiuG2eY7ur1YLbF9O6w,0.0,0.0,NaN
jD9S1crLvnAxzYEG_r_NOA,0.02,0.16666666666666666,0.8333333333333334
b_eoPMd72MLjrOTB9IkrYw,0.0,0.0,NaN
PK4CZEFUeSorBbjHp9FcLQ,0.0,0.0,NaN
E0KoeSFSDCzSf18V5X3I4w,0.0,0.0,1.0
eIFM5RjnGWKukGDMIYiSnw,0.05,0.2631578947368421,0.7368421052631579
XnKUcmayZd-N43fR2n-0Ew,0.01,0.14285714285714285,0.8571428571428571
7yQDHN_9i-Wy6I2tc8yqvg,0.0,0.0,NaN
FWW0x5aoy-hFXALL5-mq5g,0.01,0.14285714285714285,0.8571428571428571
h6yYukc_lo1W3Tsd_YsaAA,0.01,0.25,0.75
sNr5ODRUhMj7mp-0jpbsEQ,0.0,0.0,1.0
Lt060x_5avv_yHytqIweig,0.0,0.0,1.0
R4eLJKwG9yQ44vfwaUHS3g,0.0,0.0,NaN
wmBB4i0c-KuA4obI5x5Uxg,0.02,0.25,0.75
CDHORt_NH2R6ySLHZ4npmg,0.01,0.1111111111111111,0.8888888888888888
JV4mCFFKgf_AurjiAXqq7w,0.0,0.0,NaN
GatewE0UcoilcZTc2en0Iw,0.07,0.5,0.5
_mZb6024rduhmCKOUZhyrg,0.0,0.0,NaN
sRcV5rWNfJ9wbB2guzEd7w,0.0,0.0,1.0
JRZnzzAnlQAzttZBlMj1Yw,0.0,0.0,NaN
qygModUyyK_Hi_b1uxSLFA,0.0,0.0,NaN
9mkaaU4tx5J-029axdvGXg,0.01,0.1111111111111111,0.8888888888888888
hiJRh8szz8217m-0lbfnXg,0.0,0.0,1.0
fdElcNLGXA4jUVTqwkgioQ,0.0,0.0,NaN
SCo1UBoeN3bhRMkSYuiX1A,0.01,0.3333333333333333,0.6666666666666666
A9M5QnBNijp_-2fb743mRA,0.0,0.0,NaN
HJfuzbFTwREQJ13sUUzHWA,0.02,0.2857142857142857,0.7142857142857143
0E6g9TnZ7tTnfvUoyaR6Cw,0.01,0.5,0.5
U4INQZOPSUaj8hMjLlZ3KA,0.01,0.1,0.9
tYF_YmWIW9h7Loq5U2Wenw,0.0,0.0,1.0
0mdh1mokAAZSMibcAaXUEg,0.0,0.0,NaN
v3O6ka--Gus4FfJvk4tgeg,0.02,0.2,0.8
sKd6tuqt1W9HHYG3ZEO9xg,0.01,0.2,0.8
s7xT3jT_BZQiYAaNR9iDTQ,0.0,0.0,1.0
bBRkJp59aKz5kiypt2WjFg,0.0,0.0,1.0
uLVIhe4rW-s81ey5qL7Geg,0.0,0.0,NaN
0SbZc-oRoMiVtrZjxcIDUg,0.0,0.0,NaN
OIVny4cXC6IevrYkw5EmPw,0.0,0.0,NaN
1YpTEenQdfTzTKwrkkNxfA,0.04,0.26666666666666666,0.7333333333333333
63_inzeNX6QGk5t6jASAjw,0.01,0.07142857142857142,0.9285714285714286
7o8YKxNIo8yh5jkR-tJV6w,0.0,0.0,NaN
yaJPtrrvckma2OcUpvcGpA,0.0,0.0,NaN
hZtc9ARVP0XiVIickBrPpw,0.03,0.2,0.8
j8EHmuebLe8avjeFqrL0eg,0.0,0.0,NaN
GWcUI9CnrT7F5oHIkZS4iQ,0.03,0.42857142857142855,0.5714285714285714
2cJ8qo5kyqzDQSwWA9MDww,0.02,0.09523809523809523,0.9047619047619048
Ox89nMY8HpT0vxfKGqDPdA,0.0,0.0,1.0
5jn8w3DQTYiZ606epjYqBQ,0.0,0.0,NaN
T9QzRoP0LZYU7yar41Q7ig,0.02,0.2857142857142857,0.7142857142857143
kycD78Z75r167eiSG8X6Ww,0.0,0.0,NaN
0rOldmzos1vjkd0SmHbKZQ,0.0,0.0,1.0
YrjkSaxkPIRFCRKWOunwXQ,0.02,0.4,0.6
8Vw41rZ96QMwxqOEh1tQhg,0.0,0.0,1.0
ELcQDlf69kb-ihJfxZyL0A,0.06,0.13043478260869565,0.8695652173913043
uNJFuuwCAHd3lzuMRjj_fw,0.0,0.0,NaN
4pA7CWnmzyfSLWacpRE4-g,0.0,0.0,1.0
RUn2C1UgxiY1enPzYG5OyQ,0.01,0.125,0.875
IYeKKqqCA9m_Twgu6WOspg,0.06,0.15,0.85
0TbZjf8nXBMiOgKrjrIJDw,0.03,0.75,0.25
B_lGMaVZMEJDmgxGJjAeyQ,0.08,0.47058823529411764,0.5294117647058824
h0fffFM3GcXll6FsgUGC8g,0.06,0.6666666666666666,0.3333333333333333
ZNk_c5xvXHSjbJd3rnHTeA,0.0,0.0,NaN
W9qjR3QgYMDDgYjWFc3ANw,0.0,0.0,NaN
BpJygDyhzDf7Pw1Is_5zSA,0.03,0.12,0.88
6CbNnrhmjcGLX_FM1vvVrg,0.0,0.0,NaN
jwfOpCgeob0itikBIfPi2Q,0.0,0.0,1.0
AIHzJz0AvTq0FxCLtBhOZA,0.0,0.0,NaN
pIrbS8OjmgsT2-NAIt3oZg,0.02,0.16666666666666666,0.8333333333333334
egybhvOhHyl4gjmqvjXtow,0.0,0.0,1.0
CqUtPI_RjqmOHqpxe3kETA,0.0,0.0,NaN
vzWcbVVCPF-2EOXtTvVX5g,0.0,0.0,NaN
6RVjiuwmdfxGDRWCxlCn_Q,0.02,0.18181818181818182,0.8181818181818182
8UPTxp6SXvQe6JoEbEGcyA,0.0,0.0,NaN
cuI-JD3wYocSma-s7pAlXA,0.0,0.0,1.0
k6vOe0_qglL2PZlBldoKeQ,0.02,0.4,0.6
RA8rnkYpxYKbjyve02q-EQ,0.0,0.0,NaN
iOR5mdeMaR36VbA76IGbMQ,0.01,0.5,0.5
FHLykBtx1ETWJyqgcMoJJQ,0.0,0.0,NaN
5J9F7TmbgEAznoQ2T6tbRw,0.02,0.15384615384615385,0.8461538461538461
0UI9KTPdtkwl9lMdMT-Sgg,0.0,0.0,NaN
Q6Dcxo3_lNCzkqK7J3FL7A,0.02,0.18181818181818182,0.8181818181818182
DSDL_v5dvLOIJ-o5sRhz4w,0.0,0.0,1.0
wWIwGPQs0P7Xtx_5Zp5cag,0.0,0.0,NaN
WZP3VvatwHHlG4DlpXbsTQ,0.02,0.2,0.8
W7nxCUJo7tWNTaOlHIZ58w,0.07,0.5,0.5
QJ9ILC6jOytB2rk8Z0e6FA,0.0,0.0,NaN
b34yOQoUDev_l6BzDBMpUQ,0.03,0.5,0.5
sW-Civa9U8SbXlMZa5M60g,0.01,0.25,0.75
iTxPwAK3uqAIg1YtB2nFKw,0.01,0.16666666666666666,0.8333333333333334
4ytH40fEIGg_wTYFuw2gag,0.0,0.0,NaN
mCyRUchXP42WRYEgjbc5cw,0.0,0.0,1.0
wsE9Q8U3rEAQgvWF6nEsUg,0.04,0.16666666666666666,0.8333333333333334
t8a4wTKqHjF6b_6VqBfr8A,0.0,0.0,NaN
XGm9e8Nrf3GeGYJjLxOsAw,0.0,0.0,NaN
fCWEsW3lhZk2RQ0zPrqvsw,0.05,0.17857142857142858,0.8214285714285714
GK07iEy8UllYo113DlNnww,0.0,0.0,NaN
n8sxD3ybFwCHhOo9P3bVhw,0.0,0.0,1.0
6GT6kAIyCT9MA7y1ZN_PUw,0.13,0.16666666666666666,0.8333333333333334
Vw3DWRZF-8Wt_A5rWKLKHQ,0.0,0.0,NaN
HHrDK8PKL3div1uBYym6LQ,0.02,0.2,0.8
yl9OsZ6PA_lwGrse6aEtJA,0.02,0.18181818181818182,0.8181818181818182
WMMI5Q4Rmm1Rqdu0jOvyhQ,0.05,0.08928571428571429,0.9107142857142857
Olo_x4fV1sFBtlj6COf9Wg,0.01,0.09090909090909091,0.9090909090909091
9KIGNO7qJ6366VBAzO0Npw,0.0,0.0,NaN
2n1VIiuJueBRHDytgTq9Zg,0.02,0.06451612903225806,0.9354838709677419
rhE4gLtM0gb3XLwSz6HPCw,0.0,0.0,1.0
TQ9A1LVp6z-fIc494RsLDQ,0.0,0.0,NaN
PGOY-ncw_bfJ8wdkJY1ETA,0.02,0.4,0.6
e_Rmm18fK11D9-2_uzd4XQ,0.0,0.0,NaN
9R5ew7bgn4Xwd3wn8uWRaQ,0.05,0.2631578947368421,0.7368421052631579
eulCbMQqlqxtf5ZjTaB2Vw,0.0,0.0,NaN
gOVcfXAj254BdxmcRXPLMQ,0.02,0.15384615384615385,0.8461538461538461
jOd8nrsgnRrh-gNKgz_zuw,0.0,0.0,1.0
22dqLO1If5t3j06a2gd7lA,0.04,0.5,0.5
Exa4ztuy4tHCMTn5gamQDQ,0.0,0.0,NaN
ytIc3CFzF1xTNyJhdqtLFg,0.0,0.0,NaN
nWh05uXTfV-L7s3iZon4Fg,0.0,0.0,1.0
clSor65-ie2nuNmcr6tUUQ,0.0,0.0,NaN
Bb91vcfkeF5Jb_30N6OAww,0.0,0.0,1.0
i2dkuiHX0WzQqDDnoQLg-Q,0.0,0.0,NaN
MTfbkOQvNx-g4xpFExusNA,0.03,0.42857142857142855,0.5714285714285714
LP9_pEcY-ofbVGIhK9UUDw,0.01,0.16666666666666666,0.8333333333333334
h2KVxcdzCYZ0ZBCUQQaB6Q,0.03,0.3333333333333333,0.6666666666666666
bpgbVPJcG-wQ4cNBcPPIxw,0.05,0.23809523809523808,0.7619047619047619
5Z-3tcM07Pyc4mOF2Rjt6Q,0.0,0.0,NaN
fSR_UX9kSeU4oOkrP4zacg,0.04,0.3076923076923077,0.6923076923076923
Tsm8VraTp5OGyVALtUiCeQ,0.01,0.14285714285714285,0.8571428571428571
LrkuATjnUC7i62ExOXmGcw,0.0,0.0,NaN
04J_q_VhSBItxNiEAN-gkA,0.0,0.0,1.0
gvyYZgFdBbcT3xGjWOvZag,0.0,0.0,NaN
LDPEAJhpzdxx-w8Zw26Dmw,0.0,0.0,NaN
JTegUiKlmLNyTn0AdPSKbA,0.05,0.29411764705882354,0.7058823529411765
kswHHWKiuq7nKtSOeIOk3A,0.02,0.15384615384615385,0.8461538461538461
6xNkxlKhTNLQHvpspZu_Vg,0.0,0.0,1.0
PIPZ_kiPDZXzyu-0YH9lNw,0.01,0.2,0.8
zbahX7xiLbjWWM4_L43lhg,0.03,0.2727272727272727,0.7272727272727273
IfSM3KeY690LDD2BP7y5jQ,0.01,0.3333333333333333,0.6666666666666666
61AymMi8D4RTQ2aa1w41ew,0.04,0.36363636363636365,0.6363636363636364
qibGLHABNReGeJr2w4_8yQ,0.0,0.0,NaN
no2kFt4TEEzZDVaM8haSDA,0.0,0.0,1.0
y0eMLg02lCzxu6q6Cacw7Q,0.03,0.23076923076923078,0.7692307692307693
FsGjL_GNpzhvSCQ3DJiHpA,0.06,0.5,0.5
aLZ7FiMSjmEE9Y1chUmydg,0.03,0.375,0.625
VFXKRVzEMbnsDcYFdwiiuA,0.02,0.2857142857142857,0.7142857142857143
QTNMJ8unxkk8XT4Tl4a68g,0.01,0.16666666666666666,0.8333333333333334
EFMWPHOoiFk_l_FhCMxZ4Q,0.0,0.0,1.0
BTxxGYdw8CNV7UZGc9YU1Q,0.0,0.0,1.0
1ghFOCMBpo2bGaWu_c1tcg,0.0,0.0,1.0
sRrl6zoyLYRTVlhdn25hhQ,0.0,0.0,1.0
A50HUIuFNH0S0T1o8iL1Gw,0.02,0.3333333333333333,0.6666666666666666
6I1KT1SCGbAaTzTIMqF_eQ,0.0,0.0,NaN
WnuA7ijDeUQGTp4QBqiSbg,0.0,0.0,NaN
I8fSOBVLBS9h-GNrmOXmHQ,0.0,0.0,NaN
JvCoLD6nguZx1jaWgGvRSg,0.0,0.0,1.0
Rs-HbyVraRCP2X4ey1t-IQ,0.0,0.0,NaN
P1NI5QCqsFskRjucA3FNSg,0.01,0.5,0.5
CXLJPkPhqMUysBA9TiPPHw,0.0,0.0,1.0
OPMi1ZqVGL2WDeUnFwkVBA,0.0,0.0,1.0
gSIc7ujgQ7LmNn8CLSbG4w,0.02,0.5,0.5
dEk7mXM4npuDPmxrwPcEgQ,0.02,0.13333333333333333,0.8666666666666667
Cy80vakyzvbZfrsbldOElw,0.02,0.5,0.5
UmXzwFM2OkZHWJ5cJZlqkg,0.0,0.0,NaN
cZMn2p8HbzEkFknbvM8e9A,0.03,0.3,0.7
ra1B--GCViFqx_ZcIk1UWw,0.0,0.0,NaN
rtRVb54VIXOUI_5mT1rhgQ,0.01,0.058823529411764705,0.9411764705882353
CJqgUQeWhdgbDyLAFy7xvQ,0.0,0.0,1.0
Ir0stkOXlnnTrT9hN0Kozw,0.01,0.5,0.5
uYAeoRqC_QtxqI9Vf_Pqpg,0.0,0.0,1.0
rKOVduk_kQpoIiom5lbBAQ,0.0,0.0,NaN
7nI_9eRz1YKnaA0AYTLiBw,0.0,0.0,1.0
1l_O3VEl9TV_JjKAzzyz0Q,0.01,0.25,0.75
3D2KdvX-Ppe2cy6zz1WiRA,0.04,0.16,0.84
roykApcZzCGHP6nxTWK6cA,0.03,0.2727272727272727,0.7272727272727273
NvPaJD93VUlvkYdCY7MisQ,0.0,0.0,NaN
fVEv0jPswBOMV21hI175yA,0.0,0.0,NaN
Rp1_suVRaH7Fha0RsT9u5Q,0.02,0.125,0.875
hgo-RatbxoXsooK916DWrQ,0.0,0.0,NaN
jilGEWFqRU_lnoweP0LS5g,0.05,0.2631578947368421,0.7368421052631579
ISnQFvO_qKRoQTyj7DxdhQ,0.0,0.0,1.0
v6SrDjzqb3oS6CbHB0xjPw,0.0,0.0,NaN
tScgzC_Zt3-5rViXNLWacQ,0.0,0.0,1.0
e5wCFNp8pBWDPNDdM9P5bQ,0.0,0.0,1.0
K_RO5PtBp3K7eWJlu8lT4A,0.0,0.0,NaN
ahwwAXJ_qwGmuRjTOHHMWg,0.02,0.13333333333333333,0.8666666666666667
BlSbxxb1vyfFoLGjfHh5dg,0.07,0.25925925925925924,0.7407407407407407
zo1-8IQIt75w6jM0pyX5zg,0.02,0.2,0.8
ODZxY8BgOKkwJropDUqzBw,0.01,0.16666666666666666,0.8333333333333334
mEChm9W3RqG-5LN6G5d4YQ,0.0,0.0,1.0
H9r0oSBjZ4igDLVH0iavmw,0.01,0.1111111111111111,0.8888888888888888
dFiTRgfEfk2vA7r5Y3wJHQ,0.0,0.0,1.0
oaaEXgQ3x51cXE3GTXrT1Q,0.0,0.0,NaN
HnZ9SrrAMsq43A6N6UTXbw,0.05,0.23809523809523808,0.7619047619047619
vLixm38Zd-xgAvN1LQJfKQ,0.0,0.0,NaN
UCePaJxpQcMSK0fgE9hMuA,0.0,0.0,1.0
DQ5Szn4T14ddEd6F5jHHpg,0.0,0.0,NaN
NsegE9Mqm3GCQeSx0v0tYw,0.0,0.0,NaN
CeB_fH8Z_pLG8NNdIiwMiQ,0.03,0.42857142857142855,0.5714285714285714
pazeYPyJ2ycDiNDcmamntQ,0.0,0.0,1.0
KUTTubStiNYigQpi3L9-3w,0.0,0.0,1.0
j2ASdNOYY4SdXbE3KpkAKQ,0.03,0.17647058823529413,0.8235294117647058
fbdoogtz5I7P-WS69fdqcg,0.0,0.0,1.0
CXVMRsnbuuNKetMy_gAyBw,0.0,0.0,1.0
Y_QBiZpATJoz8hKUfYF66A,0.0,0.0,1.0
mR0N5-ypFf2lFZn8SJ-cUw,0.04,0.16,0.84
lU_aNRWw8edBmIi5_NARmg,0.0,0.0,NaN
N7E-CfqdME28dakWdEKNvw,0.01,0.14285714285714285,0.8571428571428571
jGGQBoFA7P0A8jEcQRhCjA,0.0,0.0,1.0
ucFH9zp8U_wwqbVM7XOhxg,0.0,0.0,1.0
1uag3wxLKUiK4qZ0c_tCKQ,0.03,0.5,0.5
hQAVub19SXbpqJLGHt-8vg,0.03,0.3333333333333333,0.6666666666666666
1AKf_1cyKliulq-lEkEpaQ,0.05,0.625,0.375
UyuWAvDcLp4zU1Wfc1PNXg,0.0,0.0,NaN
Z182-MFrmQG0BxfK77u2Bw,0.01,0.08333333333333333,0.9166666666666666
VvLhL1THnDwNNWlP4ydv8g,0.07,0.2692307692307692,0.7307692307692307
AKXqbuifvfvNEpr3Qs51hQ,0.0,0.0,NaN
dIIKEfOgo0KqUfGQvGikPg,0.01,0.06666666666666667,0.9333333333333333
MFGDwMQJijNc0mHv1s_BUQ,0.0,0.0,NaN
_txhy3UvyGffFh8FLO2_qw,0.0,0.0,NaN
C4-DtyZClKlyIi9_9xc5AA,0.0,0.0,1.0
ZTu0dbYOGkg4aI0vG7HOvQ,0.02,0.08333333333333333,0.9166666666666666
