users,precision,recall,mape,commonResto
e3jav1lBZRKP2iaCYHJHPQ,0.0,0.0,1.0,0
Yp7_GeD6KTRoo4Nteqv4SA,0.0,0.0,NaN,0
Bg6_SkJh76doBuYhrlARYA,0.0,0.0,NaN,0
bi50oVCy6pJBCEXHdhyOFA,0.0,0.0,NaN,0
bWvuUQ0XsduI_V5z4DaDSA,0.0,0.0,NaN,0
Jt1zgNmwz_jheOSmEsljPQ,0.0,0.0,1.0,0
TZQSUDDcA4ek5gBd6BzcjA,0.04,0.09090909090909091,0.9090909090909091,1
mnJvynzRIYptrjyKtEBiTA,0.04,0.037037037037037035,0.9629629629629629,1
PIG12rx9hiH4xf9_KBMj4Q,0.0,0.0,1.0,0
8QqFq03kPn27g3p0UqfV7A,0.0,0.0,1.0,0
PLIBoFMlQjM-FKqMCHnwgw,0.0,0.0,NaN,0
kRSm3Y3DdfIM7etuY4APhg,0.0,0.0,NaN,0
WEFK9tZ-z3Nt7pg5R-UrHg,0.0,0.0,NaN,0
-qSGCdxXU_jv_P-7CjZpcQ,0.04,0.07142857142857142,0.9285714285714286,1
gqn_YgUm08MEjYhWo1nRsw,0.0,0.0,1.0,0
Yl7OYdHuYmr7K-IW9_ayng,0.0,0.0,NaN,0
K79tujnvHi6tdy7ytNTL4g,0.0,0.0,1.0,0
JQ-rU-5xifMVx2Z8adSWCA,0.0,0.0,1.0,0
p7KpwlPgfpUPQGeD-8bCvw,0.0,0.0,1.0,0
J3ucveGKKJDvtuCNnb_x0g,0.0,0.0,1.0,0
C8W0VzsXaTg4YvciNTy3bg,0.0,0.0,NaN,0
1k655nwi0ACa6G4ZOFUHgg,0.04,0.05555555555555555,0.9444444444444444,1
NZPoW7bv_62nAJ-yXpVl1g,0.04,0.058823529411764705,0.9411764705882353,1
JgY2nsKaXhDwOcO0rDhb2A,0.0,0.0,1.0,0
7i6ny-Vyi8oBd3RbNVqIQQ,0.0,0.0,NaN,0
xXyZPAbfQzYTCig7jnZO0A,0.08,0.125,0.875,2
EGJXgD6YPieaUCQxfOdXbg,0.0,0.0,1.0,0
zvQM_xPJcLZtpeMF4RoYCA,0.0,0.0,1.0,0
ZYu9vVywiF5np-n2eV3JJQ,0.0,0.0,NaN,0
1mWig_Kq2rxkmcGvOfpE6A,0.0,0.0,NaN,0
bKTB22B8f1o7q25Sn8aN2Q,0.0,0.0,1.0,0
BXlQO-sD4R1DwXPpMwd6JA,0.0,0.0,1.0,0
fkMiipV4j_DG5nSoBnZvbg,0.0,0.0,1.0,0
jI43jHCXx1R-gg_vYcQWww,0.0,0.0,1.0,0
907s46W8EUgpca91oLeCOA,0.0,0.0,1.0,0
nCRPCQE7E1PV83uQrIf7Cw,0.0,0.0,1.0,0
lJEbBcOR4pySsjaQIoIoRg,0.0,0.0,NaN,0
Mn7qL2rLZvtqLdBg7-iPsQ,0.0,0.0,1.0,0
sb75BE7UxbtGsw-gMf1NrA,0.0,0.0,NaN,0
PHUiSJ1XLOBE7MjtEmzKog,0.0,0.0,1.0,0
SlCchmq2d_QKWbFwc8TEyw,0.0,0.0,NaN,0
Hk7n0zKhcrRwkvqgb_MQ3Q,0.04,0.04,0.96,1
HO3kgFkq7AMmkcE7QvUGLQ,0.0,0.0,NaN,0
BGzavA_ddMr-jGmhArv7fg,0.0,0.0,NaN,0
4xxsMQTIV0QVnItrbaux4g,0.0,0.0,NaN,0
4hiLotPELiIRugUtWC9L6A,0.04,0.034482758620689655,0.9655172413793104,1
ZYY9f01cj8dB9sMfuY3diA,0.04,0.14285714285714285,0.8571428571428571,1
rR3KgAwuJxk9Roz4J5_jtg,0.0,0.0,NaN,0
USn-E16UUM45nmOp0rWEfg,0.0,0.0,NaN,0
9eehtcnYhZAHug1uMI6iRQ,0.0,0.0,1.0,0
_uyl_vUs7HEhuif8yBmLyQ,0.0,0.0,1.0,0
DkuAUXINszlJbJ6BZbp33Q,0.0,0.0,NaN,0
GXjja_W8b1-lfUvdsQt02g,0.0,0.0,1.0,0
AQ68GdYacVeqqqroAh9eOA,0.04,0.14285714285714285,0.8571428571428571,1
9UdZsmZ8UFuENuca3mDA_Q,0.0,0.0,1.0,0
5o5X3jrJIG-ObpEtTScMvg,0.0,0.0,1.0,0
XDYnGRhaCQteZNFPZonRow,0.0,0.0,NaN,0
U7R92hSLRQQv7miQdv6Wrw,0.0,0.0,1.0,0
LTxiFtf3WFiAiWMJgZpIXg,0.0,0.0,1.0,0
WeVkkF5L39888IPPlRhNpg,0.0,0.0,1.0,0
QRsuZ_LqrRU65dTs5CL4Lw,0.04,0.14285714285714285,0.8571428571428571,1
-2kCxY7_aw5hOz7fJnGMbQ,0.16,0.17391304347826086,0.8260869565217391,4
qJZCiO3qSOygLLxzX8l1wg,0.0,0.0,1.0,0
1nTGhcG7qqL4qNR8pBwc3w,0.0,0.0,1.0,0
yDRw0UY7FhjDAs-q1bvRhg,0.0,0.0,1.0,0
HmYj8wXXzzmc80DIenufuw,0.0,0.0,NaN,0
fHdNrSQhhkCF4Pq1nWnMyA,0.0,0.0,1.0,0
esdRtA08ZHjxuGqKy5xoAw,0.04,0.07142857142857142,0.9285714285714286,1
u031oBbLCBpRrtRUiAXfeA,0.04,0.09090909090909091,0.9090909090909091,1
5J371SHi-BsuzyOu_C840Q,0.0,0.0,1.0,0
8OGWYYJYGl8pLn9N6cXjxA,0.0,0.0,1.0,0
Vz_JxxxK-I8lijMJjS-iYA,0.08,0.04878048780487805,0.9512195121951219,2
SbZllpU4VmvfADvBBaYXKA,0.0,0.0,1.0,0
SCpF9u-OoNlHnmAsltiVrg,0.0,0.0,1.0,0
6vG2mmNJIk8xK1PJZS8OKg,0.04,0.047619047619047616,0.9523809523809523,1
6b4yYexmPQglmNdNum531Q,0.0,0.0,NaN,0
6cW8GuKZyFjpg29djEJoPg,0.0,0.0,NaN,0
bPQMtrXUy8dMCJu6SHxxaA,0.0,0.0,NaN,0
TwpFapxGnZwY9jFy0WjLJw,0.0,0.0,NaN,0
IZmx7AxIH3LeI1QMsrOAcQ,0.0,0.0,1.0,0
Uo5dPwoDpYBzOnmUnjxJ6A,0.08,0.2,0.8,2
KRGbR3MMNj1GTkd6SN_PwQ,0.08,0.11764705882352941,0.8823529411764706,2
O0evs8847ecEkeFMEuK4PA,0.04,0.023255813953488372,0.9767441860465116,1
sbfaRkf72cgptd9xKfMgBg,0.0,0.0,1.0,0
bbCGxjcE5KJovqDy_84MLw,0.0,0.0,1.0,0
o0hsvxNhOxrdhMfx2jXZlQ,0.0,0.0,1.0,0
d_uSfozaAZR4OpDNa8IiZQ,0.04,0.05555555555555555,0.9444444444444444,1
6s7isj1OHWg6vQKa7YtorQ,0.0,0.0,1.0,0
Kc6fTOBttQsexPPVfe5XTg,0.0,0.0,NaN,0
tf9VwbXK8m38Txl9-FnSmw,0.0,0.0,1.0,0
3G0J15bNMGEDlR9K_EAFdA,0.0,0.0,1.0,0
o4nYy2SFROGcBPXt762TEw,0.0,0.0,1.0,0
qOdmye8UQdqloVNE059PkQ,0.0,0.0,NaN,0
mcq1qdkjI7M-E1BXeFXstg,0.04,0.1111111111111111,0.8888888888888888,1
on4PBkuSAUi8gqlJHSyefA,0.0,0.0,NaN,0
WnUDyIE3YWdHcON-i-1MKw,0.0,0.0,1.0,0
HV6pgnVdongJWet-dUjSpQ,0.0,0.0,1.0,0
9EWR2_AULBcXID8ptXX_kA,0.0,0.0,1.0,0
R_evEjQUmtzNalScjk2_Zg,0.0,0.0,1.0,0
Upq-i76O879cJIb6DbrpiA,0.0,0.0,NaN,0
bjFG1IviPp_9Ae9WwAvHqg,0.0,0.0,1.0,0
13xeC5yKJO4BDyQOI3xxDQ,0.0,0.0,1.0,0
OFawbcy1lqVOeRtDTOnSpg,0.0,0.0,NaN,0
at0QjRaQpVlhXT8SbjGE1w,0.0,0.0,1.0,0
TGsvAP89lhlKcYZ6yeYfEA,0.0,0.0,1.0,0
0IPXId64-RTzDWbTQ7Z_KA,0.0,0.0,NaN,0
aM2vN1DjTI41VPRIroZ7lw,0.0,0.0,NaN,0
-7jOvj4-RK_RCiAjLei1bA,0.0,0.0,1.0,0
fQIF_CwdeUmltPqP8WKq9Q,0.0,0.0,1.0,0
XFHqcLqLLC12VAR9XcAkXw,0.0,0.0,NaN,0
J7uBxfVLSjsVbzESkHmPFg,0.0,0.0,1.0,0
uf95iifC_TQ-DtDs0rtiXg,0.0,0.0,1.0,0
Gf8Jew6GZHKCk2F6kPZh5Q,0.0,0.0,1.0,0
zYp4lB4JQ1AsxLKKleYpKA,0.04,0.3333333333333333,0.6666666666666666,1
br9hkOIpT6aOjvejelkGKQ,0.0,0.0,1.0,0
C1AUww2PFRRmbQK2IwqEMg,0.0,0.0,NaN,0
XDq_Yyg_d8tMZfxL409dVw,0.0,0.0,1.0,0
SfcUPkA9V1XVIwbQkRxUnw,0.0,0.0,NaN,0
fZ7fLMqArGTemvXPH9H3FA,0.0,0.0,1.0,0
i7mBC7m7k2FLrdVUx0UqUg,0.0,0.0,1.0,0
jG7130OQWiftvHhtyabsog,0.0,0.0,1.0,0
SRA86Xyf9fbOAhICWttMLQ,0.0,0.0,NaN,0
augJQotyLB503iq1gVJ_tg,0.0,0.0,1.0,0
YBT3EKUNN4IP8m4x7sGu1g,0.04,0.1,0.9,1
oiBG_9xY4E4w4JWTCQR9sw,0.0,0.0,1.0,0
TkAgUg_BMbBrR_zgNtaqWw,0.04,0.09090909090909091,0.9090909090909091,1
mRkXl20H42bU6Z3jUuv8iw,0.0,0.0,1.0,0
q9iOvVsQU7V2_cIHYnKAcw,0.0,0.0,NaN,0
LoLmkPhGZr-2FlWSUCE-Kg,0.0,0.0,1.0,0
i8ZU6iDLP5r1dVUCxKVv6g,0.0,0.0,1.0,0
3971tZ7N-Kq-kHzsO62myQ,0.0,0.0,1.0,0
2K58nkDk7Cp9_dezPeJaSA,0.04,0.2,0.8,1
P7S6JorjpamxAVSvmrmjXw,0.0,0.0,1.0,0
AhoxHm569hH_PRkoegDwcA,0.0,0.0,NaN,0
qLkmShQi5TilOST6C0pYSg,0.04,0.125,0.875,1
JesJ-LaNfr3pKhL7gWhDrw,0.08,0.13333333333333333,0.8666666666666667,2
i-gDfcrFLVhrNhBCUAhFpg,0.12,0.16666666666666666,0.8333333333333334,3
FvbGyxLS58q9ezyNdjzxqw,0.0,0.0,1.0,0
pEMWzZ8qWY1T_K0HUoKDIA,0.0,0.0,NaN,0
xzYgvqggFFFsfDOpN2Jkaw,0.0,0.0,1.0,0
BfDlTQHYOhN4yR9_egMyEA,0.0,0.0,1.0,0
0qA24lu9d-NtCdSaNPc4lw,0.0,0.0,NaN,0
ZBllYKrFzaI0I7v6Wl26Wg,0.08,0.06896551724137931,0.9310344827586207,2
-KVxkJDSTjtPGsamMDG92Q,0.0,0.0,1.0,0
1RKXN8HnIeelHjWDLJPr2Q,0.08,0.125,0.875,2
qmuCid52Y-SaJS_6v2CkNg,0.0,0.0,1.0,0
dLiY6m8-i-PQyfe4RQGQnQ,0.04,0.1,0.9,1
cm3_8c_NDhPcpwJQ96Aixw,0.0,0.0,1.0,0
BF7rMYMH6OvJOBIQhsnQvg,0.0,0.0,1.0,0
zHH0lnguD0rWcEtJ5VBc-A,0.0,0.0,1.0,0
qLq9eedYCLaXjcy2XfZQcQ,0.04,0.047619047619047616,0.9523809523809523,1
6X9PioodbNo5nnkZTFWhWQ,0.0,0.0,1.0,0
YHWsLBS8jzZiPjKHMFOaAA,0.0,0.0,NaN,0
65kdUhcdbgCqc0tvfK56Eg,0.0,0.0,1.0,0
QfCfgc5PyNVwd_DgPzmeuA,0.0,0.0,1.0,0
FFLDVmktx5kkAANhTR0Szg,0.0,0.0,1.0,0
hqmnMdDS-Opjp3BfBJA8qA,0.0,0.0,NaN,0
ic-tyi1jElL_umxZVh8KNA,0.04,0.015384615384615385,0.9846153846153847,1
C7lXOTSLUAHG3gkG_Q_39w,0.0,0.0,1.0,0
ymCk-L8o6WFbCCMK7uCkXA,0.0,0.0,NaN,0
KgFOJnWXxVuz0b-xfo6jjw,0.0,0.0,1.0,0
zDL0fWXO84ex9Ip3Lv1CTQ,0.0,0.0,1.0,0
gV9Y1fHKqnMRExRErIvFag,0.0,0.0,NaN,0
SBsQvmEEYJsD6xeRzHxf8Q,0.0,0.0,1.0,0
L2QfL9m2TOqJLlGZA5M59A,0.0,0.0,1.0,0
dnb5YD_qxGybsARPG3bQ0g,0.0,0.0,1.0,0
LGVSbsluzdxwbyiWUh2nAA,0.0,0.0,1.0,0
FEg8v92qx3kK4Hu4TF28Fg,0.0,0.0,1.0,0
mOVyk3O18VY5nrUMTZgM1w,0.0,0.0,1.0,0
tIFWjDotktTv8vbs5gFQ-A,0.0,0.0,NaN,0
agN7DARhKgIyDp5WKhfqeg,0.0,0.0,1.0,0
7RCz4Ln_FaTvNrdwe251Dg,0.0,0.0,1.0,0
377pLKgBdpf5yVR7DNotMQ,0.0,0.0,NaN,0
emClTWXE_ou1_RJ5PHIAUQ,0.0,0.0,1.0,0
lWZD7nGTxY8DDvIPCORxCg,0.04,0.07142857142857142,0.9285714285714286,1
CQ67NJigSe5-uBDX3b_CUw,0.24,0.09230769230769231,0.9076923076923077,6
J77nvoepKNnqTI7fsPAZ9g,0.0,0.0,1.0,0
06TjiB7kFn_XnlhxkiEKwQ,0.0,0.0,1.0,0
6ORiBNRD1FpaIJv3yLRZ4Q,0.04,0.25,0.75,1
GxzhQZokFig02SwfVhGQlA,0.0,0.0,1.0,0
hrA2TKOiPrJ0Va3ceAgq9g,0.0,0.0,NaN,0
Xrkgx8ImTTwVGk5fTaLyBw,0.0,0.0,1.0,0
zp4UT0rcYPbrjbT3QaL7OA,0.0,0.0,1.0,0
1FB1Vc4zne5AJAliqdMeWA,0.04,0.06666666666666667,0.9333333333333333,1
vCbYnQ0DdpHb-vGRZVMkxg,0.0,0.0,1.0,0
tYk7mMGGFl3gLfmhST5L-A,0.0,0.0,NaN,0
Jm5h-bDATqRMWs3VahkFPg,0.0,0.0,1.0,0
PGeiszoVusiv0wTHVdWklA,0.0,0.0,1.0,0
lPIsKQYt-md1i3s9CKFZdw,0.0,0.0,NaN,0
Ap5wmWIl1U1xpGciEl_lmQ,0.0,0.0,1.0,0
TaJ3hRYUW9Z82HF0qc4hFQ,0.04,0.3333333333333333,0.6666666666666666,1
gc2Vlj9tsogXG8l0pqJ4Og,0.0,0.0,1.0,0
0hnfc4XlbDFMs69BaV5YbQ,0.04,0.043478260869565216,0.9565217391304348,1
K1VBa17QWjG_ck7WUcb4RQ,0.0,0.0,1.0,0
fhNSa1szPhXYvtcGzPXLiw,0.12,0.14285714285714285,0.8571428571428571,3
Zd3wzNdevk15CwMIJdbjZw,0.36,0.09782608695652174,0.9021739130434783,9
xDed_RrQv7xuwOp9hESt9Q,0.0,0.0,1.0,0
97ZsoydQYxhmQ-XnsxbDog,0.0,0.0,1.0,0
Hbh33TqJjrEOuxZTF2hdFQ,0.0,0.0,1.0,0
w2wFvtGWp7ZGMe-T9fsRIA,0.0,0.0,1.0,0
vMrnL8HA0OvnME8PC0Dg1A,0.04,0.14285714285714285,0.8571428571428571,1
zi9fGHuzhehTaLvcLxd9Lw,0.0,0.0,1.0,0
eTqkngyxFIIoLKm1hq50bg,0.04,0.1111111111111111,0.8888888888888888,1
723Rler7IsBi80ps97vrxA,0.0,0.0,1.0,0
mXMVfThnmi6dnKq9NlC2ug,0.0,0.0,1.0,0
lCmvpQfFpdxhbWVM59eUCg,0.0,0.0,NaN,0
3dRM4nuOI2Hs0AbiMQdWrg,0.0,0.0,1.0,0
M3q6GbQzbWpjZl87Gq2gpQ,0.0,0.0,NaN,0
JOows8IozzDDi64jqgwsTg,0.0,0.0,1.0,0
_W9N0kF0qERB3deAcDISLg,0.0,0.0,NaN,0
MHICYB28dgu7nJWfaIsx1A,0.0,0.0,NaN,0
OZR58zI5EzOfpS_qnhniug,0.0,0.0,1.0,0
vHg6Xw1u-t2LUuyAs3Tf4A,0.0,0.0,1.0,0
sxBKC2jELQe1HaZ7ABevkw,0.0,0.0,1.0,0
Goa5tRkCURz-53WZAABBEw,0.0,0.0,1.0,0
23y0Nv9FFWn_3UWudpnFMA,0.0,0.0,1.0,0
U5YQX_vMl_xQy8EQDqlNQQ,0.0,0.0,1.0,0
h-Zj9GUJvErqVOw-KPKNng,0.04,0.1,0.9,1
jZrbuGRk92uWTu5kHbnDXQ,0.0,0.0,NaN,0
5W2_iwIk6G85_JiaMyhbhA,0.0,0.0,1.0,0
MdjsjgFRXf1g5nIxSL-1zQ,0.0,0.0,1.0,0
WXlxViTwXHPBvhioljN9PQ,0.0,0.0,1.0,0
VJdemYua1fU6JaDH5Jbu0g,0.0,0.0,NaN,0
eY6TPklHTeOaQt9F8a_SGQ,0.04,0.03225806451612903,0.967741935483871,1
KmHtoogKhK-ID7FWGOPvag,0.0,0.0,NaN,0
i8A3MWU33_mtMu3LUMlnWQ,0.0,0.0,NaN,0
BMmtD4a2uTyFxDJ2qHUbSw,0.0,0.0,NaN,0
oclwXRB3C1DdwzW9It0Y4w,0.0,0.0,1.0,0
HhGZh2MQCp6dyopZEiJzXA,0.16,0.23529411764705882,0.7647058823529411,4
jki5LnYkm9Zb2x4bCBrHQA,0.0,0.0,1.0,0
Omhu17Pu7pGbO7KjbYLj1A,0.0,0.0,1.0,0
SxMBY64n31UHPjxzIastUg,0.0,0.0,NaN,0
xmHTC3mvhdXvMGvczCSimw,0.0,0.0,1.0,0
b_akRD5zCY1rKckETyttDw,0.0,0.0,1.0,0
-tdsrQ3QIkGmmP2n6-DTeg,0.0,0.0,NaN,0
4w-xY0Yc-jOvoCT4vJucUQ,0.0,0.0,1.0,0
Jf3EkyDJzpHG5d37iacdpw,0.0,0.0,1.0,0
RypxyWecy2gbECH3-yU4eA,0.04,0.08333333333333333,0.9166666666666666,1
HNrz6Xe7PoLjUp8kBUDykQ,0.04,0.1111111111111111,0.8888888888888888,1
wu-ijx0ZiBThoc9tRHf_Hw,0.0,0.0,1.0,0
7KlKHdsrKVwPAWuFJYXpwQ,0.0,0.0,NaN,0
JUqetNssrYv3ZHiUeruXIA,0.04,0.08333333333333333,0.9166666666666666,1
X9qakqm1ypizTTiC_R58OA,0.04,0.06666666666666667,0.9333333333333333,1
P5uRLwVRpv8OGv1eEvpvhQ,0.0,0.0,1.0,0
4kRvKXJUaD86S2hjuMuUIA,0.0,0.0,1.0,0
xC-q_yh0XwcjRLimkS3RNg,0.04,0.08333333333333333,0.9166666666666666,1
80Vumo-RutgyYMno_2xFwg,0.08,0.06451612903225806,0.9354838709677419,2
puKCWAzXbY4QfpMBOkVEKg,0.0,0.0,NaN,0
eL78gGQ30AlbVHCKQEpcoA,0.08,0.1,0.9,2
Kt-dsblXQnsUv3GjA_DFvg,0.0,0.0,1.0,0
S10Q9h_W-MKyog8IdcCNCQ,0.04,0.16666666666666666,0.8333333333333334,1
UA99n709ya6lRZPT2bQH8Q,0.0,0.0,1.0,0
lqUgcd3YhOX3GjowDn_Hqg,0.04,0.05,0.95,1
b4Dvi7D0LkrJcyzEsP0w4A,0.0,0.0,NaN,0
fr5efb7JrVpFBF9q303NVQ,0.0,0.0,1.0,0
GKNC5QJTb9_FTC3z3aAdRw,0.04,0.125,0.875,1
KyuznsYoqjSYxAK6juGsAQ,0.0,0.0,NaN,0
-3PTUP443q6hQESLKSu95w,0.0,0.0,1.0,0
BqAMAM9wkjUyOJzqYOHg5g,0.0,0.0,1.0,0
Zpk_NpxZ767LP3Zlw87y9w,0.0,0.0,1.0,0
dwUMt2JL6Yxaj8iGRTJzQg,0.0,0.0,1.0,0
_qXAML1zdrHe8vgE4dPymg,0.0,0.0,1.0,0
v5o9CV8nFMfaCwAzEmkR2Q,0.08,0.11764705882352941,0.8823529411764706,2
X-uefJdU44ctKNdB80qqAQ,0.04,0.5,0.5,1
2emKfhlaCUzzr1xbI0CM2A,0.0,0.0,1.0,0
R7G6h1iMjTfBlJ_7_5lTJw,0.0,0.0,1.0,0
DQC3PRt4zfZUgnE0JcYYGw,0.0,0.0,1.0,0
l0uKMipnY5z1aPltLWePOw,0.04,0.0625,0.9375,1
qRTFrQDLnG-UbRGazqhbJA,0.0,0.0,NaN,0
jJDUCuPwVqwjbth3s92whA,0.0,0.0,1.0,0
K6i3CeTT5NCScDns4BSITA,0.0,0.0,1.0,0
w9VSbG6bWPflax5_gwt6pg,0.0,0.0,1.0,0
wygUc_Vkjo6GOQzrCiKDcw,0.0,0.0,1.0,0
1fNQRju9gmoCEvbPQBSo7w,0.0,0.0,1.0,0
ALxRHdxbefyWvZ-7nbmy7Q,0.0,0.0,1.0,0
F54mSpDDjxr05Cb66cAKxw,0.0,0.0,NaN,0
fSYQ_oQ0wNGk2nMJLvNZJA,0.0,0.0,1.0,0
-dbWm5L_Ol2hZeLRoQOK7w,0.0,0.0,1.0,0
rPIQiemmu6kX3WX7xUUJnQ,0.0,0.0,1.0,0
4dIxMP5--LX1X0i3s3PIAA,0.0,0.0,1.0,0
EgotOxec2MuH4xvIv_KRIA,0.0,0.0,1.0,0
_1SKSmLqpHBqWh09DxQMfw,0.0,0.0,NaN,0
SRN1uHVsChLJAR42ryKqYg,0.0,0.0,1.0,0
0XUT600cCh-fFCS4SZe-tQ,0.0,0.0,NaN,0
JL2Ogxq70suesQqDY47YUA,0.0,0.0,NaN,0
6Bai1MguJ1jVOY1wZliCUw,0.0,0.0,NaN,0
2zGh6QDSdiu7xfJ_IyRP4w,0.0,0.0,1.0,0
